runs,wickets,overs,runs_last_5,wickets_last_5,total
8,0,1.1,8,0,187
8,0,1.2,8,0,187
8,0,1.3,8,0,187
8,0,1.4,8,0,187
9,0,1.5,9,0,187
9,0,1.6,9,0,187
11,0,2.1,11,0,187
12,0,2.2,12,0,187
13,0,2.3,13,0,187
14,0,2.4,14,0,187
15,0,2.5,15,0,187
15,0,2.6,15,0,187
15,0,3.1,15,0,187
15,0,3.2,15,0,187
15,0,3.3,15,0,187
19,0,3.4,19,0,187
19,0,3.5,19,0,187
20,0,3.6,20,0,187
20,0,4.1,20,0,187
21,0,4.2,21,0,187
22,0,4.3,22,0,187
22,0,4.4,22,0,187
23,0,4.5,23,0,187
23,0,4.6,22,0,187
24,0,5.1,23,0,187
28,0,5.2,25,0,187
28,0,5.3,24,0,187
28,0,5.4,24,0,187
29,0,5.5,21,0,187
30,0,5.6,22,0,187
30,0,6.1,22,0,187
36,0,6.2,28,0,187
36,1,6.3,28,1,187
37,1,6.4,29,1,187
38,1,6.5,29,1,187
40,1,6.6,31,1,187
41,1,7.1,30,1,187
42,1,7.2,30,1,187
43,1,7.3,30,1,187
44,1,7.4,30,1,187
45,1,7.5,30,1,187
46,1,7.6,31,1,187
52,1,8.1,37,1,187
56,1,8.2,41,1,187
57,1,8.3,42,1,187
58,1,8.4,39,1,187
58,1,8.5,39,1,187
59,1,8.6,39,1,187
64,1,9.0,44,1,187
65,1,9.1,44,1,187
66,1,9.2,44,1,187
71,1,9.2,49,1,187
72,1,9.3,49,1,187
73,1,9.4,50,1,187
73,1,9.5,49,1,187
75,1,9.6,47,1,187
79,1,10.1,51,1,187
83,1,10.2,55,1,187
84,1,10.3,55,1,187
85,1,10.4,55,1,187
89,1,10.5,59,1,187
90,1,10.6,54,1,187
91,1,11.1,55,0,187
93,1,11.2,56,0,187
94,1,11.3,56,0,187
94,1,11.4,54,0,187
95,1,11.5,54,0,187
96,1,11.6,54,0,187
96,1,12.1,53,0,187
96,1,12.2,52,0,187
97,1,12.3,52,0,187
97,1,12.4,51,0,187
99,1,12.5,47,0,187
99,2,12.6,43,1,187
100,2,13.1,43,1,187
100,2,13.2,42,1,187
102,2,13.3,44,1,187
103,2,13.4,44,1,187
109,2,13.5,45,1,187
111,2,13.6,46,1,187
112,2,14.1,46,1,187
113,2,14.2,42,1,187
113,2,14.3,41,1,187
117,2,14.4,44,1,187
118,2,14.5,45,1,187
119,2,14.6,44,1,187
119,3,15.1,40,2,187
120,3,15.2,37,2,187
121,3,15.3,37,2,187
125,3,15.4,40,2,187
129,3,15.5,40,2,187
130,3,15.6,40,2,187
130,3,16.1,39,2,187
131,3,16.2,38,2,187
135,3,16.3,41,2,187
139,3,16.4,45,2,187
141,3,16.5,46,2,187
142,3,16.6,46,2,187
143,3,17.1,47,2,187
143,3,17.2,47,2,187
144,3,17.3,47,2,187
144,3,17.4,47,2,187
150,3,17.5,51,2,187
154,3,17.6,55,1,187
156,3,18.1,56,1,187
157,3,18.2,57,1,187
157,3,18.3,55,1,187
157,3,18.4,54,1,187
161,3,18.5,52,1,187
161,3,18.6,50,1,187
167,3,19.1,55,1,187
171,3,19.2,58,1,187
177,3,19.3,64,1,187
181,3,19.4,64,1,187
185,3,19.5,67,1,187
187,3,19.6,68,1,187
1,0,0.1,1,0,132
1,0,0.2,1,0,132
1,0,0.3,1,0,132
5,0,0.4,5,0,132
5,0,0.5,5,0,132
5,0,0.6,5,0,132
5,0,1.1,5,0,132
6,0,1.2,6,0,132
6,0,1.3,6,0,132
6,0,1.4,6,0,132
7,0,1.5,7,0,132
8,0,1.6,8,0,132
8,0,2.1,8,0,132
9,0,2.2,9,0,132
10,0,2.3,10,0,132
10,0,2.4,10,0,132
11,0,2.4,11,0,132
12,0,2.4,12,0,132
16,0,2.5,16,0,132
20,0,2.6,20,0,132
20,1,3.1,20,1,132
20,1,3.2,20,1,132
20,1,3.3,20,1,132
21,1,3.4,21,1,132
25,1,3.5,25,1,132
26,1,3.6,26,1,132
26,1,4.1,26,1,132
27,1,4.2,27,1,132
27,2,4.3,27,2,132
27,2,4.4,27,2,132
27,2,4.5,26,2,132
28,2,4.6,27,2,132
29,2,5.1,28,2,132
30,2,5.1,25,2,132
30,2,5.2,25,2,132
30,2,5.3,25,2,132
31,2,5.4,26,2,132
32,2,5.5,26,2,132
33,2,5.5,27,2,132
34,2,5.6,28,2,132
35,2,6.1,28,2,132
36,2,6.2,28,2,132
37,2,6.3,29,2,132
38,2,6.4,29,2,132
39,2,6.5,29,2,132
39,2,6.6,29,2,132
40,2,7.1,29,2,132
44,2,7.2,32,2,132
45,2,7.3,29,2,132
47,2,7.4,27,2,132
47,2,7.5,27,1,132
47,2,7.6,27,1,132
53,2,8.1,33,1,132
54,2,8.2,33,1,132
56,2,8.3,31,1,132
60,2,8.4,34,1,132
61,2,8.5,35,1,132
62,2,8.6,35,1,132
63,2,9.1,36,0,132
64,2,9.2,37,0,132
65,2,9.3,38,0,132
66,2,9.4,38,0,132
67,2,9.5,38,0,132
69,2,9.5,39,0,132
71,2,9.6,41,0,132
71,2,10.1,41,0,132
71,2,10.2,40,0,132
71,2,10.3,39,0,132
71,2,10.4,38,0,132
71,3,10.5,37,1,132
75,3,10.6,40,1,132
75,3,11.1,39,1,132
76,3,11.2,39,1,132
76,3,11.3,38,1,132
77,3,11.4,38,1,132
78,3,11.5,39,1,132
79,3,11.6,39,1,132
83,3,12.1,39,1,132
83,4,12.2,38,2,132
84,4,12.3,37,2,132
84,4,12.4,37,2,132
84,4,12.5,37,2,132
90,4,12.6,37,2,132
91,4,13.1,37,2,132
91,4,13.2,35,2,132
92,4,13.3,32,2,132
92,4,13.4,31,2,132
96,4,13.5,34,2,132
97,4,13.6,34,2,132
98,4,14.1,34,2,132
98,4,14.2,33,2,132
99,4,14.3,33,2,132
100,4,14.4,33,2,132
101,4,14.5,32,2,132
102,4,14.6,31,2,132
103,4,15.1,32,2,132
104,4,15.2,33,2,132
105,4,15.3,34,2,132
106,4,15.4,35,2,132
107,4,15.5,36,1,132
108,4,15.6,33,1,132
109,4,16.1,34,1,132
110,4,16.2,34,1,132
111,4,16.3,35,1,132
115,4,16.4,38,1,132
115,4,16.5,37,1,132
115,4,16.6,36,1,132
115,4,17.1,32,1,132
116,4,17.2,33,0,132
117,4,17.3,33,0,132
117,5,17.4,33,1,132
118,5,17.5,34,1,132
119,5,17.6,29,1,132
120,5,18.1,29,1,132
121,5,18.2,30,1,132
121,5,18.3,29,1,132
121,5,18.4,29,1,132
122,5,18.5,26,1,132
123,5,18.6,26,1,132
124,5,19.0,26,1,132
124,5,19.1,26,1,132
126,5,19.2,27,1,132
126,6,19.3,26,2,132
130,6,19.4,29,2,132
130,6,19.5,28,2,132
132,6,19.6,29,2,132
0,0,0.1,0,0,80
0,0,0.2,0,0,80
0,0,0.3,0,0,80
0,0,0.4,0,0,80
0,0,0.5,0,0,80
4,0,0.6,4,0,80
4,0,1.1,4,0,80
4,0,1.2,4,0,80
4,0,1.3,4,0,80
4,0,1.4,4,0,80
4,0,1.5,4,0,80
4,0,1.6,4,0,80
10,0,2.1,10,0,80
10,0,2.2,10,0,80
11,0,2.3,11,0,80
11,0,2.4,11,0,80
11,0,2.5,11,0,80
12,0,2.6,12,0,80
13,0,3.1,13,0,80
13,0,3.2,13,0,80
13,0,3.3,13,0,80
13,1,3.4,13,1,80
16,1,3.4,16,1,80
16,1,3.5,16,1,80
20,1,3.6,20,1,80
22,1,4.1,22,1,80
23,1,4.2,23,1,80
23,1,4.3,23,1,80
23,1,4.4,23,1,80
23,1,4.5,23,1,80
23,1,4.6,23,1,80
24,1,5.1,24,1,80
24,1,5.2,24,1,80
24,1,5.3,24,1,80
25,1,5.4,25,1,80
26,1,5.5,22,1,80
26,1,5.6,22,1,80
26,1,6.1,22,1,80
27,1,6.2,23,1,80
27,1,6.3,23,1,80
27,1,6.4,23,1,80
28,1,6.4,24,1,80
28,1,6.5,18,1,80
32,1,6.6,22,1,80
32,2,7.1,21,2,80
32,2,7.2,21,2,80
32,2,7.3,21,2,80
33,2,7.4,21,2,80
34,2,7.5,21,2,80
34,2,7.6,21,2,80
34,2,8.1,21,2,80
34,2,8.2,21,1,80
35,2,8.3,19,1,80
37,2,8.4,21,1,80
37,2,8.5,17,1,80
38,2,8.6,16,1,80
38,2,9.1,15,1,80
39,2,9.2,16,1,80
40,2,9.3,17,1,80
41,2,9.4,18,1,80
42,2,9.5,19,1,80
43,2,9.6,19,1,80
44,2,10.1,20,1,80
48,2,10.2,24,1,80
49,2,10.3,24,1,80
50,2,10.4,24,1,80
50,3,10.5,24,2,80
52,3,10.6,26,2,80
52,3,11.1,25,2,80
52,4,11.2,25,3,80
54,4,11.3,27,3,80
54,4,11.4,26,3,80
55,4,11.5,27,3,80
56,4,11.6,24,3,80
57,4,12.1,25,2,80
57,5,12.2,25,3,80
58,5,12.3,26,3,80
59,5,12.4,26,3,80
61,5,12.5,27,3,80
61,5,12.6,27,3,80
63,5,13.1,29,3,80
64,5,13.2,30,3,80
64,5,13.3,29,3,80
64,5,13.4,27,3,80
64,5,13.5,27,3,80
66,5,13.6,28,3,80
67,5,14.1,29,3,80
67,5,14.2,28,3,80
68,5,14.3,28,3,80
70,5,14.4,29,3,80
70,6,14.5,28,4,80
70,6,14.6,27,4,80
70,6,15.1,26,4,80
70,6,15.2,22,4,80
70,6,15.3,21,4,80
70,6,15.4,20,4,80
71,6,15.5,21,3,80
72,6,15.6,20,3,80
72,6,16.1,20,3,80
73,6,16.2,21,2,80
73,6,16.3,19,2,80
73,7,16.4,19,3,80
74,7,16.5,19,3,80
74,7,16.6,18,3,80
74,7,17.1,17,3,80
76,7,17.2,19,2,80
77,7,17.3,19,2,80
77,7,17.4,18,2,80
77,8,17.5,16,3,80
78,8,17.6,17,3,80
78,9,18.1,15,4,80
78,9,18.2,14,4,80
78,9,18.3,14,4,80
78,9,18.4,14,4,80
78,9,18.5,14,4,80
80,9,18.6,14,4,80
80,10,19.1,13,5,80
0,0,0.1,0,0,174
4,0,0.2,4,0,174
5,0,0.3,5,0,174
6,0,0.4,6,0,174
7,0,0.5,7,0,174
7,0,0.6,7,0,174
11,0,1.1,11,0,174
11,0,1.2,11,0,174
11,0,1.3,11,0,174
11,0,1.4,11,0,174
12,0,1.5,12,0,174
12,0,1.6,12,0,174
12,0,2.1,12,0,174
12,0,2.2,12,0,174
13,0,2.3,13,0,174
14,0,2.4,14,0,174
14,0,2.5,14,0,174
15,0,2.6,15,0,174
15,0,3.1,15,0,174
19,0,3.2,19,0,174
20,0,3.3,20,0,174
21,0,3.4,21,0,174
21,0,3.5,21,0,174
22,0,3.6,22,0,174
22,1,4.1,22,1,174
22,1,4.2,22,1,174
22,1,4.3,22,1,174
26,1,4.4,26,1,174
26,1,4.5,26,1,174
26,1,4.6,26,1,174
26,1,5.1,26,1,174
26,1,5.2,22,1,174
26,1,5.3,21,1,174
26,1,5.4,20,1,174
27,1,5.5,20,1,174
31,1,5.6,24,1,174
31,1,6.1,20,1,174
31,1,6.2,20,1,174
32,1,6.3,21,1,174
33,1,6.4,22,1,174
37,1,6.5,25,1,174
37,1,6.6,25,1,174
37,1,7.1,25,1,174
38,1,7.2,26,1,174
38,1,7.3,25,1,174
38,1,7.4,24,1,174
39,1,7.5,25,1,174
40,1,7.6,25,1,174
41,1,8.1,26,1,174
42,1,8.2,23,1,174
43,1,8.3,23,1,174
47,1,8.4,26,1,174
48,1,8.5,27,1,174
49,1,8.6,27,1,174
50,1,9.1,28,0,174
51,1,9.2,29,0,174
51,1,9.3,29,0,174
52,1,9.4,26,0,174
52,1,9.5,26,0,174
52,1,9.6,26,0,174
56,1,10.1,30,0,174
56,1,10.2,30,0,174
56,1,10.3,30,0,174
57,1,10.4,31,0,174
58,1,10.5,31,0,174
58,1,10.6,27,0,174
59,1,11.1,28,0,174
65,1,11.2,34,0,174
66,1,11.3,34,0,174
68,1,11.4,35,0,174
68,1,11.5,31,0,174
69,1,11.6,32,0,174
69,1,12.1,32,0,174
75,1,12.2,37,0,174
75,1,12.3,37,0,174
76,1,12.3,38,0,174
77,1,12.3,38,0,174
78,1,12.4,38,0,174
79,1,12.5,38,0,174
79,1,12.6,37,0,174
83,1,13.1,40,0,174
84,1,13.2,37,0,174
88,1,13.3,40,0,174
89,1,13.4,40,0,174
89,1,13.5,39,0,174
89,1,13.6,38,0,174
91,1,14.1,40,0,174
97,1,14.2,45,0,174
103,1,14.3,51,0,174
109,1,14.4,57,0,174
110,1,14.4,54,0,174
111,1,14.5,55,0,174
111,1,14.6,55,0,174
112,1,15.1,55,0,174
118,1,15.2,60,0,174
122,1,15.3,64,0,174
124,1,15.4,65,0,174
125,1,15.5,60,0,174
126,1,15.6,60,0,174
127,1,16.1,59,0,174
127,1,16.2,59,0,174
127,1,16.3,58,0,174
128,1,16.3,59,0,174
128,1,16.4,53,0,174
129,1,16.5,54,0,174
130,1,16.6,54,0,174
132,1,17.0,55,0,174
134,1,17.1,56,0,174
138,1,17.2,59,0,174
144,1,17.3,65,0,174
145,1,17.4,62,0,174
149,1,17.5,65,0,174
150,1,17.6,62,0,174
151,1,18.1,62,0,174
151,1,18.2,62,0,174
158,1,18.2,69,0,174
158,2,18.3,67,1,174
164,2,18.4,67,1,174
164,3,18.5,61,2,174
164,3,18.6,55,2,174
166,3,19.1,56,2,174
166,4,19.2,55,3,174
170,4,19.3,59,3,174
174,4,19.4,62,3,174
174,4,19.5,56,3,174
174,5,19.6,52,4,174
0,0,0.1,0,0,139
0,0,0.2,0,0,139
0,0,0.3,0,0,139
1,0,0.4,1,0,139
2,0,0.5,2,0,139
4,0,0.6,4,0,139
5,0,1.0,5,0,139
5,0,1.1,5,0,139
5,0,1.2,5,0,139
5,0,1.3,5,0,139
5,0,1.4,5,0,139
5,0,1.5,5,0,139
5,0,1.6,5,0,139
5,0,2.1,5,0,139
5,0,2.2,5,0,139
6,0,2.3,6,0,139
7,0,2.3,7,0,139
8,0,2.4,8,0,139
11,0,2.5,11,0,139
11,0,2.6,11,0,139
11,0,3.1,11,0,139
11,0,3.2,11,0,139
11,0,3.3,11,0,139
15,0,3.4,15,0,139
15,0,3.5,15,0,139
15,0,3.6,15,0,139
15,0,4.1,15,0,139
15,0,4.2,15,0,139
16,0,4.2,16,0,139
17,0,4.3,17,0,139
17,0,4.4,17,0,139
17,0,4.5,17,0,139
21,0,4.6,21,0,139
21,0,5.1,20,0,139
25,0,5.2,23,0,139
31,0,5.3,27,0,139
32,0,5.4,27,0,139
32,0,5.5,27,0,139
32,0,5.6,27,0,139
33,0,6.1,28,0,139
39,0,6.2,34,0,139
39,0,6.3,34,0,139
40,0,6.4,35,0,139
40,1,6.5,35,1,139
41,1,6.6,36,1,139
41,1,7.1,35,1,139
41,1,7.2,34,1,139
42,1,7.3,34,1,139
42,2,7.4,31,2,139
43,2,7.5,32,2,139
43,2,7.6,32,2,139
43,2,8.1,32,2,139
43,2,8.2,32,2,139
43,2,8.3,28,2,139
44,2,8.4,29,2,139
45,2,8.5,30,2,139
45,2,8.6,30,2,139
45,3,9.1,30,3,139
46,3,9.2,30,3,139
46,3,9.3,29,3,139
46,3,9.4,29,3,139
47,3,9.5,30,3,139
47,3,9.6,26,3,139
47,3,10.1,26,3,139
49,3,10.2,24,3,139
49,3,10.3,18,3,139
50,3,10.4,18,3,139
51,3,10.5,19,3,139
52,3,10.6,20,3,139
52,3,11.1,19,3,139
56,3,11.2,17,3,139
62,3,11.3,23,3,139
66,3,11.4,26,3,139
66,4,11.5,26,3,139
66,4,11.6,25,3,139
67,4,12.1,26,3,139
67,4,12.2,26,3,139
69,4,12.3,27,3,139
73,4,12.4,31,2,139
74,4,12.5,31,2,139
75,4,12.6,32,2,139
76,4,13.1,33,2,139
76,4,13.2,33,2,139
77,4,13.3,34,2,139
77,4,13.4,33,2,139
78,4,13.5,33,2,139
78,4,13.6,33,2,139
78,4,14.1,33,1,139
78,4,14.2,32,1,139
79,4,14.3,33,1,139
80,4,14.4,34,1,139
81,4,14.5,34,1,139
82,4,14.6,35,1,139
82,5,15.1,35,2,139
88,5,15.2,39,2,139
89,5,15.3,40,2,139
90,5,15.4,40,2,139
90,5,15.5,39,2,139
90,5,15.6,38,2,139
91,5,16.1,39,2,139
92,5,16.2,36,2,139
93,5,16.3,31,2,139
94,5,16.4,28,2,139
98,5,16.5,32,1,139
99,5,16.6,33,1,139
99,5,17.1,32,1,139
105,5,17.2,38,1,139
107,5,17.3,38,1,139
108,5,17.4,35,1,139
108,5,17.5,34,1,139
112,5,17.6,37,1,139
116,5,18.1,40,1,139
116,5,18.2,40,1,139
118,5,18.3,41,1,139
118,5,18.4,41,1,139
119,5,18.4,41,1,139
119,5,18.5,41,1,139
120,5,18.6,42,1,139
124,5,19.1,46,1,139
126,5,19.2,47,1,139
127,5,19.3,47,1,139
133,5,19.4,52,1,139
137,5,19.5,55,1,139
139,5,19.6,57,0,139
1,0,0.1,1,0,178
2,0,0.2,2,0,178
3,0,0.3,3,0,178
4,0,0.4,4,0,178
5,0,0.5,5,0,178
9,0,0.6,9,0,178
9,0,1.1,9,0,178
10,0,1.1,10,0,178
11,0,1.2,11,0,178
15,0,1.3,15,0,178
16,0,1.4,16,0,178
16,0,1.5,16,0,178
16,0,1.6,16,0,178
17,0,2.1,17,0,178
21,0,2.2,21,0,178
25,0,2.3,25,0,178
25,0,2.4,25,0,178
26,0,2.5,26,0,178
30,0,2.6,30,0,178
31,0,3.0,31,0,178
31,0,3.1,31,0,178
31,0,3.2,31,0,178
35,0,3.3,35,0,178
39,0,3.4,39,0,178
39,0,3.5,39,0,178
43,0,3.6,43,0,178
45,0,4.1,45,0,178
45,0,4.2,45,0,178
49,0,4.3,49,0,178
49,0,4.4,49,0,178
49,0,4.5,48,0,178
50,0,4.6,48,0,178
55,0,5.0,52,0,178
56,0,5.1,52,0,178
56,0,5.2,51,0,178
57,0,5.3,48,0,178
57,0,5.4,48,0,178
57,0,5.5,47,0,178
61,0,5.6,50,0,178
61,0,6.1,46,0,178
62,0,6.2,46,0,178
64,0,6.3,48,0,178
64,0,6.4,48,0,178
66,0,6.5,49,0,178
66,0,6.6,45,0,178
67,0,7.0,42,0,178
67,0,7.1,42,0,178
67,0,7.2,41,0,178
73,0,7.3,43,0,178
73,0,7.4,42,0,178
73,0,7.5,42,0,178
74,0,7.6,43,0,178
75,0,8.1,40,0,178
75,0,8.2,36,0,178
75,0,8.3,36,0,178
79,0,8.4,36,0,178
79,0,8.5,34,0,178
80,0,8.6,35,0,178
84,0,9.1,35,0,178
85,0,9.2,36,0,178
89,0,9.3,40,0,178
90,0,9.3,40,0,178
92,0,9.4,37,0,178
92,0,9.5,36,0,178
92,0,9.6,36,0,178
94,0,10.1,37,0,178
95,0,10.2,38,0,178
96,0,10.2,39,0,178
97,0,10.3,36,0,178
97,0,10.4,36,0,178
97,1,10.5,35,1,178
97,1,10.6,33,1,178
97,1,11.1,33,1,178
97,1,11.2,31,1,178
98,1,11.3,32,1,178
98,1,11.4,31,1,178
101,1,11.5,34,1,178
102,1,11.6,35,1,178
103,1,12.1,30,1,178
107,1,12.2,34,1,178
107,1,12.3,34,1,178
107,1,12.4,33,1,178
107,1,12.5,32,1,178
113,1,12.6,38,1,178
117,1,13.1,42,1,178
121,1,13.2,42,1,178
122,1,13.3,43,1,178
122,1,13.4,42,1,178
124,1,13.5,40,1,178
124,2,13.6,39,2,178
124,2,14.1,35,2,178
124,2,14.2,34,2,178
124,2,14.3,32,2,178
124,2,14.4,32,2,178
124,2,14.5,32,2,178
125,2,14.6,31,2,178
129,2,15.1,34,2,178
129,3,15.2,33,3,178
129,3,15.3,32,3,178
129,3,15.4,32,3,178
129,3,15.5,32,2,178
133,3,15.6,36,2,178
134,3,16.1,37,2,178
136,3,16.2,39,2,178
136,3,16.3,38,2,178
137,3,16.4,39,2,178
138,3,16.5,37,2,178
142,3,16.6,40,2,178
146,3,17.1,43,2,178
147,3,17.2,40,2,178
147,3,17.3,40,2,178
148,3,17.4,41,2,178
149,3,17.5,42,2,178
151,3,17.6,38,2,178
157,3,18.1,40,2,178
158,3,18.2,37,2,178
159,3,18.3,37,2,178
165,3,18.4,43,2,178
165,3,18.5,41,2,178
165,3,18.6,41,1,178
166,3,19.1,42,1,178
167,3,19.1,43,1,178
168,3,19.2,44,1,178
170,3,19.3,46,1,178
170,4,19.4,46,2,178
172,4,19.5,47,2,178
178,4,19.6,49,2,178
0,0,0.1,0,0,161
2,0,0.2,2,0,161
6,0,0.3,6,0,161
6,0,0.4,6,0,161
6,0,0.5,6,0,161
7,0,0.6,7,0,161
7,0,1.1,7,0,161
11,0,1.2,11,0,161
11,0,1.3,11,0,161
12,0,1.4,12,0,161
12,0,1.5,12,0,161
12,0,1.6,12,0,161
12,1,2.1,12,1,161
12,1,2.2,12,1,161
16,1,2.3,16,1,161
16,1,2.4,16,1,161
17,1,2.5,17,1,161
17,1,2.6,17,1,161
18,1,3.1,18,1,161
19,1,3.2,19,1,161
20,1,3.3,20,1,161
21,1,3.4,21,1,161
21,1,3.5,21,1,161
25,1,3.6,25,1,161
25,1,4.1,25,1,161
29,1,4.2,29,1,161
30,1,4.3,30,1,161
31,1,4.4,31,1,161
32,1,4.5,32,1,161
32,1,4.6,32,1,161
33,1,5.1,33,1,161
33,1,5.2,31,1,161
34,1,5.3,28,1,161
38,1,5.4,32,1,161
38,1,5.5,32,1,161
40,1,5.6,33,1,161
41,1,6.1,34,1,161
41,1,6.2,30,1,161
42,1,6.3,31,1,161
43,1,6.4,31,1,161
44,1,6.5,32,1,161
45,1,6.6,33,1,161
46,1,7.1,34,0,161
47,1,7.2,35,0,161
48,1,7.3,32,0,161
50,1,7.4,34,0,161
50,2,7.5,33,1,161
50,2,7.6,33,1,161
51,2,8.1,33,1,161
52,2,8.2,33,1,161
54,2,8.3,34,1,161
54,2,8.4,33,1,161
55,2,8.5,34,1,161
56,2,8.6,31,1,161
57,2,9.1,32,1,161
58,2,9.2,29,1,161
62,2,9.3,32,1,161
62,2,9.4,31,1,161
62,2,9.5,30,1,161
62,2,9.6,30,1,161
62,2,10.1,29,1,161
62,3,10.2,29,2,161
63,3,10.3,29,2,161
63,3,10.4,25,2,161
64,3,10.5,26,2,161
64,3,10.6,24,2,161
64,3,11.1,23,2,161
64,3,11.2,23,2,161
65,3,11.3,23,2,161
65,3,11.4,22,2,161
66,3,11.5,22,2,161
67,3,11.6,22,2,161
67,3,12.1,21,2,161
68,3,12.2,21,2,161
70,3,12.3,22,2,161
72,3,12.4,22,2,161
73,3,12.5,23,1,161
74,3,12.5,24,1,161
80,3,12.6,29,1,161
80,3,13.1,28,1,161
82,3,13.2,28,1,161
83,3,13.3,29,1,161
83,3,13.4,28,1,161
83,3,13.5,27,1,161
84,3,13.6,27,1,161
85,3,14.1,27,1,161
89,3,14.2,27,1,161
90,3,14.3,28,1,161
96,3,14.4,34,1,161
97,3,14.5,35,1,161
98,3,14.6,36,1,161
102,3,15.1,40,0,161
103,3,15.2,40,0,161
109,3,15.3,46,0,161
110,3,15.4,46,0,161
116,3,15.5,52,0,161
116,3,15.6,52,0,161
122,3,16.1,58,0,161
124,3,16.1,59,0,161
130,3,16.2,65,0,161
131,3,16.3,65,0,161
133,3,16.4,66,0,161
134,3,16.5,67,0,161
135,3,16.6,67,0,161
136,3,17.1,66,0,161
137,3,17.1,65,0,161
138,3,17.1,65,0,161
142,3,17.2,68,0,161
142,3,17.3,62,0,161
142,4,17.4,62,1,161
143,4,17.5,61,1,161
144,4,17.6,61,1,161
145,4,18.0,62,1,161
146,4,18.1,63,1,161
147,4,18.2,63,1,161
153,4,18.3,68,1,161
154,4,18.4,65,1,161
155,4,18.5,65,1,161
155,5,18.6,59,2,161
155,6,19.1,58,3,161
156,6,19.2,58,3,161
158,6,19.3,56,3,161
159,6,19.4,56,3,161
160,6,19.5,51,3,161
161,6,19.6,51,3,161
0,0,0.1,0,0,154
4,0,0.2,4,0,154
5,0,0.2,5,0,154
6,0,0.3,6,0,154
7,0,0.3,7,0,154
9,0,0.4,9,0,154
9,0,0.5,9,0,154
10,0,0.5,10,0,154
11,0,0.6,11,0,154
15,0,1.1,15,0,154
15,0,1.2,15,0,154
19,0,1.3,19,0,154
19,1,1.4,19,1,154
19,1,1.5,19,1,154
21,1,1.6,21,1,154
21,1,2.1,21,1,154
21,1,2.2,21,1,154
22,1,2.3,22,1,154
22,2,2.4,22,2,154
22,2,2.5,22,2,154
22,2,2.6,22,2,154
22,2,3.1,22,2,154
23,2,3.2,23,2,154
23,2,3.3,23,2,154
23,2,3.4,23,2,154
23,2,3.5,23,2,154
24,2,3.6,24,2,154
24,2,4.1,24,2,154
28,2,4.2,28,2,154
32,2,4.3,32,2,154
33,2,4.4,33,2,154
37,2,4.5,33,2,154
41,2,4.6,36,2,154
41,2,5.1,35,2,154
41,2,5.2,34,2,154
41,2,5.3,32,2,154
41,2,5.4,32,2,154
42,2,5.5,32,2,154
42,2,5.6,31,2,154
43,2,6.1,28,2,154
43,2,6.2,28,2,154
43,2,6.3,24,2,154
44,2,6.4,25,1,154
45,2,6.5,26,1,154
46,2,6.6,25,1,154
46,2,7.1,25,1,154
47,2,7.2,26,1,154
47,3,7.3,25,2,154
47,3,7.4,25,1,154
47,3,7.5,25,1,154
48,3,7.6,26,1,154
49,3,8.1,27,1,154
50,3,8.2,27,1,154
50,3,8.3,27,1,154
52,3,8.4,29,1,154
53,3,8.5,30,1,154
53,3,8.6,29,1,154
53,3,9.1,29,1,154
54,3,9.2,26,1,154
54,3,9.3,22,1,154
54,3,9.4,21,1,154
54,3,9.5,17,1,154
55,3,9.6,14,1,154
59,3,10.1,18,1,154
61,3,10.2,20,1,154
62,3,10.3,21,1,154
66,3,10.4,25,1,154
70,3,10.5,28,1,154
70,3,10.6,28,1,154
70,3,11.1,27,1,154
71,3,11.2,28,1,154
72,3,11.3,29,1,154
78,3,11.4,34,1,154
78,3,11.5,33,1,154
78,4,11.6,32,2,154
78,4,12.1,32,2,154
78,4,12.2,31,2,154
79,4,12.3,32,1,154
79,4,12.4,32,1,154
80,4,12.5,33,1,154
84,4,12.6,36,1,154
85,4,13.1,36,1,154
86,4,13.2,36,1,154
87,4,13.3,37,1,154
91,4,13.4,39,1,154
91,4,13.5,38,1,154
93,4,13.6,40,1,154
93,4,14.1,40,1,154
95,4,14.2,41,1,154
96,4,14.3,42,1,154
97,4,14.4,43,1,154
97,4,14.5,43,1,154
101,4,14.6,46,1,154
101,4,15.1,42,1,154
102,4,15.2,41,1,154
104,4,15.3,42,1,154
104,4,15.4,38,1,154
104,4,15.5,34,1,154
104,4,15.6,34,1,154
104,4,16.1,34,1,154
106,4,16.2,35,1,154
110,4,16.3,38,1,154
114,4,16.4,36,1,154
115,4,16.5,37,1,154
116,4,16.5,38,0,154
116,4,16.6,38,0,154
117,4,17.0,39,0,154
118,4,17.1,39,0,154
120,4,17.2,41,0,154
122,4,17.3,42,0,154
126,4,17.4,42,0,154
127,4,17.5,42,0,154
128,4,17.6,42,0,154
130,4,18.1,43,0,154
130,4,18.2,39,0,154
134,4,18.3,43,0,154
135,4,18.4,42,0,154
136,4,18.5,43,0,154
140,4,18.6,45,0,154
141,4,19.1,45,0,154
142,4,19.2,45,0,154
143,4,19.3,46,0,154
147,4,19.4,46,0,154
153,4,19.5,52,0,154
154,4,19.6,52,0,154
0,0,0.1,0,0,170
0,0,0.2,0,0,170
0,0,0.3,0,0,170
0,0,0.4,0,0,170
0,0,0.5,0,0,170
0,0,0.6,0,0,170
1,0,1.1,1,0,170
1,0,1.2,1,0,170
2,0,1.2,2,0,170
6,0,1.3,6,0,170
10,0,1.4,10,0,170
10,0,1.5,10,0,170
