runs,wickets,overs,runs_last_5,wickets_last_5,total
1,0,0.1,1,0,222
1,0,0.2,1,0,222
2,0,0.2,2,0,222
2,0,0.3,2,0,222
2,0,0.4,2,0,222
2,0,0.5,2,0,222
3,0,0.6,3,0,222
3,0,1.1,3,0,222
7,0,1.2,7,0,222
11,0,1.3,11,0,222
17,0,1.4,17,0,222
21,0,1.5,21,0,222
21,0,1.6,21,0,222
21,0,2.1,21,0,222
21,0,2.2,21,0,222
22,0,2.3,22,0,222
26,0,2.4,26,0,222
27,0,2.5,27,0,222
27,0,2.6,27,0,222
32,0,3.0,32,0,222
38,0,3.1,38,0,222
39,0,3.2,39,0,222
43,0,3.3,43,0,222
43,0,3.4,43,0,222
44,0,3.5,44,0,222
50,0,3.6,50,0,222
54,0,4.1,54,0,222
55,0,4.2,55,0,222
59,0,4.3,59,0,222
59,0,4.4,59,0,222
60,0,4.5,59,0,222
60,0,4.6,59,0,222
61,0,5.1,59,0,222
61,1,5.2,59,1,222
61,1,5.3,59,1,222
61,1,5.4,59,1,222
61,1,5.5,58,1,222
61,1,5.6,58,1,222
62,1,6.1,55,1,222
63,1,6.2,52,1,222
64,1,6.3,47,1,222
66,1,6.4,45,1,222
67,1,6.5,46,1,222
68,1,6.6,47,1,222
68,1,7.1,47,1,222
69,1,7.2,47,1,222
70,1,7.3,44,1,222
71,1,7.4,44,1,222
72,1,7.5,45,1,222
73,1,7.6,41,1,222
73,1,8.1,35,1,222
73,1,8.2,34,1,222
73,1,8.3,30,1,222
74,1,8.4,31,1,222
75,1,8.5,31,1,222
77,1,8.6,27,1,222
78,1,9.1,24,1,222
79,1,9.2,24,1,222
80,1,9.3,21,1,222
80,1,9.4,21,1,222
86,1,9.5,26,1,222
87,1,9.6,27,1,222
88,1,10.1,27,1,222
92,1,10.2,31,0,222
92,1,10.3,31,0,222
98,1,10.4,37,0,222
98,1,10.5,37,0,222
102,1,10.6,41,0,222
102,1,11.1,40,0,222
108,1,11.2,45,0,222
110,1,11.3,46,0,222
111,1,11.4,45,0,222
111,1,11.5,44,0,222
112,1,11.6,44,0,222
112,2,12.1,44,1,222
116,2,12.2,47,1,222
116,2,12.3,46,1,222
118,2,12.4,47,1,222
119,2,12.4,47,1,222
123,2,12.5,50,1,222
124,2,12.6,51,1,222
125,2,13.1,52,1,222
125,2,13.2,52,1,222
126,2,13.3,52,1,222
127,2,13.4,52,1,222
128,2,13.5,51,1,222
130,2,13.6,52,1,222
134,2,14.1,55,1,222
135,2,14.2,55,1,222
141,2,14.3,61,1,222
145,2,14.4,59,1,222
147,2,14.4,60,1,222
148,2,14.5,60,1,222
154,2,14.6,62,1,222
154,2,15.1,62,1,222
155,2,15.2,57,1,222
157,2,15.3,59,1,222
157,2,15.4,55,1,222
158,2,15.5,56,1,222
158,2,15.6,50,1,222
159,2,16.1,49,1,222
161,2,16.2,50,1,222
162,2,16.3,51,1,222
168,2,16.4,56,1,222
170,2,16.5,58,0,222
172,2,16.6,56,0,222
172,3,17.1,56,1,222
173,3,17.2,55,1,222
173,3,17.3,54,1,222
174,3,17.4,51,1,222
178,3,17.5,54,1,222
179,3,17.6,54,1,222
185,3,18.1,60,1,222
185,3,18.2,59,1,222
191,3,18.3,64,1,222
195,3,18.4,67,1,222
196,3,18.5,66,1,222
200,3,18.6,66,1,222
206,3,19.1,71,1,222
212,3,19.2,71,1,222
214,3,19.3,69,1,222
214,3,19.4,67,1,222
216,3,19.5,68,1,222
222,3,19.6,68,1,222
0,0,0.1,0,0,240
0,0,0.2,0,0,240
1,0,0.3,1,0,240
1,0,0.4,1,0,240
5,0,0.5,5,0,240
5,0,0.6,5,0,240
9,0,1.1,9,0,240
13,0,1.2,13,0,240
17,0,1.3,17,0,240
19,0,1.4,19,0,240
20,0,1.4,20,0,240
20,0,1.5,20,0,240
20,0,1.6,20,0,240
20,0,2.1,20,0,240
25,0,2.1,25,0,240
25,0,2.2,25,0,240
26,0,2.3,26,0,240
26,1,2.4,26,1,240
27,1,2.5,27,1,240
27,1,2.6,27,1,240
27,1,3.1,27,1,240
27,1,3.2,27,1,240
28,1,3.3,28,1,240
29,1,3.4,29,1,240
29,1,3.5,29,1,240
33,1,3.6,33,1,240
33,1,4.1,33,1,240
34,1,4.2,34,1,240
38,1,4.3,38,1,240
42,1,4.4,42,1,240
42,1,4.5,42,1,240
42,1,4.6,42,1,240
46,1,5.1,45,1,240
52,1,5.2,51,1,240
52,1,5.3,47,1,240
53,1,5.4,48,1,240
53,1,5.5,44,1,240
53,1,5.6,40,1,240
57,1,6.1,40,1,240
57,2,6.2,38,2,240
58,2,6.3,38,2,240
60,2,6.4,40,2,240
61,2,6.5,41,2,240
62,2,6.6,42,2,240
62,3,7.1,37,3,240
63,3,7.2,38,3,240
63,3,7.3,37,3,240
64,3,7.4,38,2,240
70,3,7.5,43,2,240
70,3,7.6,43,2,240
71,3,8.1,44,2,240
75,3,8.2,48,2,240
76,3,8.3,48,2,240
76,3,8.4,47,2,240
82,3,8.5,53,2,240
83,3,8.6,50,2,240
85,3,9.1,52,2,240
86,3,9.2,52,2,240
87,3,9.3,49,2,240
87,3,9.4,45,2,240
87,3,9.5,45,2,240
88,3,9.6,46,2,240
94,3,10.1,48,2,240
95,3,10.2,43,2,240
97,3,10.3,45,2,240
97,3,10.4,44,2,240
103,3,10.5,50,2,240
107,3,10.6,54,2,240
113,3,11.1,56,2,240
117,3,11.2,60,1,240
118,3,11.3,60,1,240
124,3,11.4,64,1,240
125,3,11.5,64,1,240
127,3,11.6,65,1,240
128,3,12.0,66,0,240
128,4,12.1,65,1,240
129,4,12.2,66,1,240
130,4,12.2,66,1,240
130,4,12.3,60,1,240
131,4,12.4,61,1,240
132,4,12.5,61,1,240
133,4,12.6,58,1,240
134,4,13.1,58,1,240
134,4,13.2,58,1,240
135,4,13.3,53,1,240
136,4,13.4,53,1,240
142,4,13.5,57,1,240
143,4,13.6,57,1,240
147,4,14.1,60,1,240
148,4,14.2,61,1,240
150,4,14.3,63,1,240
151,4,14.4,63,1,240
155,4,14.5,61,1,240
161,4,14.6,66,1,240
167,4,15.1,70,1,240
167,4,15.2,70,1,240
167,5,15.3,64,2,240
167,5,15.4,60,2,240
168,5,15.5,55,2,240
169,5,15.6,52,2,240
170,5,16.1,52,2,240
171,5,16.2,47,2,240
177,5,16.3,52,2,240
181,5,16.4,54,2,240
182,5,16.5,54,2,240
183,5,16.6,55,1,240
183,5,17.1,54,1,240
187,5,17.2,57,1,240
188,5,17.3,58,1,240
190,5,17.4,59,1,240
196,5,17.5,64,1,240
200,5,17.6,67,1,240
204,5,18.1,70,1,240
205,5,18.2,71,1,240
206,5,18.3,71,1,240
207,5,18.4,71,1,240
213,5,18.5,71,1,240
215,5,18.6,72,1,240
221,5,19.1,74,1,240
227,5,19.2,79,1,240
231,5,19.3,81,1,240
232,5,19.4,81,1,240
238,5,19.5,83,1,240
240,5,19.6,79,1,240
0,0,0.1,0,0,129
0,0,0.2,0,0,129
0,0,0.3,0,0,129
1,0,0.3,1,0,129
1,0,0.4,1,0,129
1,0,0.5,1,0,129
7,0,0.6,7,0,129
8,0,1.1,8,0,129
8,0,1.2,8,0,129
8,0,1.3,8,0,129
9,0,1.4,9,0,129
13,0,1.5,13,0,129
17,0,1.6,17,0,129
17,0,2.1,17,0,129
17,0,2.2,17,0,129
17,1,2.3,17,1,129
17,1,2.4,17,1,129
17,1,2.5,17,1,129
17,1,2.6,17,1,129
18,1,3.1,18,1,129
22,1,3.2,22,1,129
26,1,3.3,26,1,129
27,1,3.4,27,1,129
27,2,3.5,27,2,129
31,2,3.6,31,2,129
31,2,4.1,31,2,129
31,2,4.2,31,2,129
32,2,4.3,32,2,129
36,2,4.4,36,2,129
36,2,4.5,36,2,129
37,2,4.6,37,2,129
37,2,5.1,37,2,129
38,2,5.2,38,2,129
38,2,5.3,37,2,129
39,2,5.4,38,2,129
40,2,5.5,39,2,129
40,2,5.6,33,2,129
40,2,6.1,32,2,129
41,3,6.2,33,3,129
43,3,6.3,35,3,129
43,3,6.4,34,3,129
43,3,6.5,30,3,129
44,3,6.6,27,3,129
45,3,7.1,28,3,129
46,3,7.2,29,3,129
47,3,7.3,30,2,129
47,4,7.4,30,3,129
47,4,7.5,30,3,129
48,4,7.6,31,3,129
48,4,8.1,30,3,129
48,4,8.2,26,3,129
49,4,8.3,23,3,129
50,4,8.4,23,3,129
50,4,8.5,23,2,129
51,4,8.6,20,2,129
52,4,9.1,21,2,129
53,4,9.2,22,2,129
54,4,9.3,22,2,129
55,4,9.4,19,2,129
56,4,9.5,20,2,129
57,4,9.6,20,2,129
57,4,10.1,20,2,129
57,4,10.2,19,2,129
57,5,10.3,19,3,129
58,5,10.4,19,3,129
58,5,10.5,18,3,129
59,5,10.6,19,3,129
65,5,11.1,25,3,129
69,5,11.2,28,2,129
70,5,11.3,27,2,129
70,5,11.4,27,2,129
71,5,11.5,28,2,129
71,5,11.6,27,2,129
71,6,12.1,26,3,129
75,6,12.2,29,3,129
76,6,12.3,29,3,129
78,6,12.3,31,2,129
78,6,12.4,31,2,129
79,6,12.5,31,2,129
80,6,12.6,32,2,129
84,6,13.1,36,2,129
85,6,13.2,36,2,129
86,6,13.3,36,2,129
86,6,13.4,36,2,129
87,6,13.5,36,2,129
87,6,13.6,35,2,129
93,6,14.1,40,2,129
93,7,14.2,39,3,129
93,7,14.3,38,3,129
94,7,14.4,38,3,129
95,7,14.5,38,3,129
96,7,14.6,39,3,129
96,7,15.1,39,3,129
96,7,15.2,39,2,129
100,7,15.3,42,2,129
100,7,15.4,42,2,129
104,7,15.5,45,2,129
106,7,15.6,41,2,129
107,7,16.1,38,2,129
107,7,16.2,37,2,129
108,7,16.3,38,2,129
108,7,16.4,37,2,129
109,7,16.5,38,2,129
110,7,16.6,39,1,129
110,8,17.1,35,2,129
110,8,17.2,34,2,129
110,8,17.3,32,2,129
110,8,17.4,32,2,129
111,8,17.5,32,2,129
111,8,17.6,31,2,129
111,8,18.1,27,2,129
112,8,18.2,27,2,129
116,8,18.3,30,2,129
120,8,18.4,34,2,129
120,8,18.5,33,2,129
121,8,18.6,34,2,129
125,8,19.1,32,2,129
125,8,19.2,32,1,129
126,8,19.3,33,1,129
127,8,19.4,33,1,129
129,8,19.5,34,1,129
129,8,19.6,33,1,129
0,0,0.1,0,0,165
4,0,0.2,4,0,165
4,0,0.3,4,0,165
4,0,0.4,4,0,165
8,0,0.5,8,0,165
8,0,0.6,8,0,165
9,0,1.1,9,0,165
9,0,1.2,9,0,165
9,0,1.3,9,0,165
9,0,1.4,9,0,165
9,1,1.5,9,1,165
13,1,1.6,13,1,165
13,1,2.1,13,1,165
17,1,2.2,17,1,165
17,1,2.3,17,1,165
18,1,2.4,18,1,165
18,1,2.5,18,1,165
19,1,2.5,19,1,165
19,1,2.6,19,1,165
19,1,3.1,19,1,165
20,1,3.2,20,1,165
20,1,3.3,20,1,165
20,2,3.4,20,2,165
22,2,3.5,22,2,165
22,2,3.6,22,2,165
23,2,4.0,23,2,165
27,2,4.1,27,2,165
31,2,4.2,31,2,165
31,2,4.3,31,2,165
35,2,4.4,35,2,165
35,2,4.5,35,2,165
41,2,4.6,37,2,165
42,2,5.1,38,2,165
46,2,5.2,42,2,165
46,2,5.3,38,2,165
46,3,5.4,38,3,165
47,3,5.5,38,3,165
47,3,5.6,38,3,165
48,3,6.1,39,3,165
48,3,6.2,39,3,165
49,3,6.3,40,2,165
53,3,6.4,40,2,165
54,3,6.5,41,2,165
54,3,6.6,37,2,165
54,3,7.1,37,2,165
55,3,7.2,37,2,165
56,3,7.3,38,2,165
57,3,7.4,38,2,165
58,3,7.5,39,2,165
60,3,7.6,41,2,165
61,3,8.1,41,2,165
62,3,8.2,42,2,165
63,3,8.3,43,1,165
67,3,8.4,45,1,165
68,3,8.5,46,1,165
72,3,8.6,49,1,165
72,3,9.1,45,1,165
73,3,9.2,42,1,165
73,3,9.3,42,1,165
74,3,9.4,39,1,165
74,3,9.5,39,1,165
74,3,9.6,33,1,165
75,3,10.1,33,1,165
76,3,10.2,30,1,165
80,3,10.3,34,1,165
81,3,10.4,35,0,165
81,3,10.5,34,0,165
81,3,10.6,34,0,165
81,3,11.1,33,0,165
83,3,11.2,35,0,165
84,3,11.3,35,0,165
84,3,11.4,31,0,165
88,3,11.5,34,0,165
94,3,11.6,40,0,165
94,3,12.1,40,0,165
95,3,12.2,40,0,165
95,3,12.3,39,0,165
95,3,12.4,38,0,165
96,3,12.5,38,0,165
97,3,12.6,37,0,165
97,3,13.1,36,0,165
97,3,13.2,35,0,165
97,4,13.3,34,1,165
98,4,13.4,31,1,165
98,4,13.5,30,1,165
99,4,13.6,27,1,165
100,4,14.1,28,1,165
101,4,14.2,28,1,165
102,4,14.3,29,1,165
102,4,14.4,28,1,165
104,4,14.5,30,1,165
105,4,14.6,31,1,165
106,4,15.1,31,1,165
107,4,15.2,31,1,165
108,4,15.3,28,1,165
109,4,15.3,28,1,165
110,4,15.4,29,1,165
114,4,15.5,33,1,165
118,4,15.6,37,1,165
119,4,16.1,36,1,165
120,4,16.2,36,1,165
124,4,16.3,40,1,165
125,4,16.4,37,1,165
125,5,16.5,31,2,165
129,5,16.6,35,2,165
131,5,17.1,36,2,165
137,5,17.2,42,2,165
138,5,17.3,43,2,165
142,5,17.4,46,2,165
148,5,17.5,51,2,165
149,5,17.6,52,2,165
150,5,18.1,53,2,165
151,5,18.2,54,1,165
151,5,18.3,53,1,165
152,5,18.4,54,1,165
152,6,18.5,53,2,165
158,6,18.6,58,2,165
159,6,19.1,58,2,165
159,6,19.2,57,2,165
163,6,19.3,61,2,165
164,6,19.4,60,2,165
165,6,19.5,60,2,165
165,7,19.6,59,3,165
1,0,0.1,1,0,110
2,0,0.1,2,0,110
4,0,0.2,4,0,110
4,0,0.3,4,0,110
4,0,0.4,4,0,110
4,0,0.5,4,0,110
9,0,0.6,9,0,110
10,0,1.1,10,0,110
11,0,1.2,11,0,110
11,0,1.3,11,0,110
12,0,1.4,12,0,110
13,0,1.4,13,0,110
13,0,1.5,13,0,110
14,0,1.5,14,0,110
14,0,1.6,14,0,110
15,0,2.1,15,0,110
15,0,2.2,15,0,110
15,0,2.3,15,0,110
16,0,2.4,16,0,110
20,0,2.5,20,0,110
21,0,2.6,21,0,110
21,0,3.1,21,0,110
21,1,3.2,21,1,110
21,1,3.3,21,1,110
21,1,3.4,21,1,110
21,1,3.5,21,1,110
21,1,3.6,21,1,110
22,1,4.1,22,1,110
22,1,4.2,22,1,110
22,2,4.3,22,2,110
23,2,4.4,22,2,110
23,2,4.5,21,2,110
23,2,4.6,19,2,110
29,2,5.1,25,2,110
29,2,5.2,25,2,110
35,2,5.3,31,2,110
39,2,5.4,30,2,110
39,2,5.5,29,2,110
39,2,5.6,28,2,110
40,2,6.1,29,2,110
40,2,6.2,28,2,110
41,2,6.3,28,2,110
45,2,6.4,32,2,110
45,2,6.5,31,2,110
45,2,6.6,31,2,110
45,2,7.1,30,2,110
46,2,7.1,31,2,110
46,2,7.2,31,2,110
47,2,7.3,31,2,110
47,2,7.4,27,2,110
47,2,7.5,26,2,110
47,2,7.6,26,2,110
47,3,8.1,26,2,110
47,3,8.2,26,2,110
47,3,8.3,26,2,110
47,4,8.4,26,3,110
47,4,8.5,26,3,110
48,4,8.6,26,3,110
49,4,9.1,27,3,110
50,4,9.2,28,2,110
51,4,9.3,28,2,110
51,4,9.4,28,2,110
52,4,9.5,29,2,110
52,4,9.6,23,2,110
52,4,10.1,23,2,110
52,4,10.2,17,2,110
52,4,10.3,13,2,110
52,4,10.4,13,2,110
53,4,10.5,14,2,110
57,4,10.6,17,2,110
57,4,11.1,17,2,110
57,4,11.2,16,2,110
58,4,11.3,13,2,110
58,5,11.4,13,3,110
59,5,11.5,14,3,110
59,5,11.6,14,3,110
60,5,12.1,14,3,110
61,5,12.2,15,3,110
61,5,12.3,14,3,110
62,5,12.4,15,3,110
62,5,12.5,15,3,110
62,5,12.6,15,3,110
62,5,13.1,15,2,110
63,5,13.2,16,2,110
63,5,13.3,16,2,110
63,5,13.4,16,1,110
64,5,13.5,17,1,110
65,5,13.6,17,1,110
71,5,14.1,22,1,110
71,5,14.2,21,1,110
71,6,14.3,20,2,110
72,6,14.4,21,2,110
73,6,14.5,21,2,110
77,6,14.6,25,2,110
77,6,15.1,25,2,110
78,6,15.2,26,2,110
78,6,15.3,26,2,110
78,6,15.4,26,2,110
79,6,15.4,26,2,110
81,6,15.5,24,2,110
82,6,15.6,25,2,110
82,6,16.1,25,2,110
83,6,16.1,25,2,110
89,6,16.2,31,1,110
95,6,16.3,36,1,110
96,6,16.4,37,1,110
102,6,16.5,42,1,110
102,6,16.6,41,1,110
103,6,17.1,42,1,110
103,6,17.2,41,1,110
104,6,17.3,42,1,110
104,7,17.4,42,2,110
105,7,17.5,43,2,110
105,8,17.6,42,3,110
106,8,18.1,43,3,110
110,8,18.2,47,3,110
110,9,18.3,46,4,110
110,10,18.4,45,5,110
0,0,0.1,0,0,166
0,0,0.2,0,0,166
0,0,0.3,0,0,166
0,0,0.4,0,0,166
1,0,0.5,1,0,166
1,0,0.6,1,0,166
5,0,1.1,5,0,166
5,0,1.2,5,0,166
5,0,1.3,5,0,166
5,0,1.4,5,0,166
6,0,1.5,6,0,166
6,0,1.6,6,0,166
10,0,2.1,10,0,166
10,0,2.2,10,0,166
10,0,2.3,10,0,166
16,0,2.4,16,0,166
16,0,2.5,16,0,166
16,0,2.6,16,0,166
20,0,3.1,20,0,166
20,0,3.2,20,0,166
20,0,3.3,20,0,166
20,0,3.4,20,0,166
24,0,3.5,24,0,166
24,0,3.6,24,0,166
24,0,4.1,24,0,166
24,0,4.2,24,0,166
28,0,4.3,28,0,166
34,0,4.4,34,0,166
34,1,4.5,34,1,166
38,1,4.6,38,1,166
39,1,5.1,39,1,166
45,1,5.2,45,1,166
49,1,5.3,49,1,166
53,1,5.4,53,1,166
53,1,5.5,52,1,166
54,1,5.6,53,1,166
55,1,6.1,50,1,166
56,1,6.2,51,1,166
56,2,6.3,51,2,166
56,2,6.4,51,2,166
57,2,6.5,51,2,166
59,2,6.6,53,2,166
60,2,7.0,50,2,166
61,2,7.1,51,2,166
64,2,7.2,54,2,166
64,3,7.3,48,3,166
68,3,7.4,52,3,166
69,3,7.4,53,3,166
70,3,7.5,50,3,166
71,3,8.6,51,3,166
71,3,8.1,51,3,166
72,3,8.2,52,3,166
73,3,8.3,49,3,166
73,3,8.4,49,3,166
73,4,8.5,49,4,166
73,4,9.6,49,4,166
77,4,9.1,49,4,166
81,4,9.2,47,4,166
82,4,9.3,48,3,166
82,4,9.4,44,3,166
82,4,9.5,43,3,166
83,4,10.6,38,3,166
84,4,10.1,35,3,166
84,4,10.2,31,3,166
84,4,10.3,31,3,166
85,4,10.4,31,3,166
85,4,10.5,30,3,166
86,4,11.6,30,3,166
87,4,11.1,31,2,166
88,4,11.2,32,2,166
89,4,11.3,32,2,166
93,4,11.4,34,2,166
97,4,11.5,37,2,166
98,4,12.6,37,2,166
98,4,12.1,34,2,166
98,4,12.2,34,1,166
100,4,12.3,32,1,166
101,4,12.4,32,1,166
101,4,12.5,31,1,166
107,4,13.6,36,1,166
107,4,13.1,36,1,166
111,4,13.2,39,1,166
112,4,13.3,39,1,166
112,4,13.4,39,1,166
112,4,13.5,39,0,166
113,4,14.6,40,0,166
113,4,14.1,36,0,166
113,4,14.2,32,0,166
114,4,14.3,32,0,166
114,4,14.4,32,0,166
115,4,14.5,33,0,166
121,4,15.6,38,0,166
127,4,15.1,43,0,166
127,4,15.2,43,0,166
128,4,15.3,44,0,166
128,4,15.4,43,0,166
128,4,15.5,43,0,166
128,4,16.6,42,0,166
129,4,16.1,42,0,166
135,4,16.2,47,0,166
136,4,16.3,47,0,166
136,5,16.4,43,1,166
136,5,16.5,39,1,166
136,5,17.6,38,1,166
136,6,17.1,38,2,166
136,6,17.2,38,2,166
136,7,17.3,36,3,166
136,7,17.4,35,3,166
138,7,17.5,37,3,166
140,7,18.6,33,3,166
141,7,18.1,34,3,166
145,7,18.2,34,3,166
147,7,18.3,35,3,166
148,7,18.4,36,3,166
149,8,18.5,37,4,166
153,8,19.6,40,4,166
155,8,19.0,42,4,166
156,8,19.1,43,4,166
156,8,19.2,42,4,166
158,8,19.3,44,4,166
162,8,19.4,47,4,166
166,8,19.5,45,4,166
0,0,0.1,0,0,142
0,0,0.2,0,0,142
1,0,0.3,1,0,142
1,0,0.4,1,0,142
1,0,0.5,1,0,142
1,0,0.6,1,0,142
1,0,1.1,1,0,142
1,0,1.2,1,0,142
7,0,1.3,7,0,142
7,0,1.4,7,0,142
9,0,1.5,9,0,142
9,1,1.6,9,1,142
9,1,2.1,9,1,142
11,1,2.2,11,1,142
11,1,2.3,11,1,142
11,1,2.4,11,1,142
11,1,2.5,11,1,142
15,1,2.6,15,1,142
15,1,3.1,15,1,142
15,1,3.2,15,1,142
15,1,3.3,15,1,142
16,1,3.4,16,1,142
16,1,3.5,16,1,142
16,1,3.6,16,1,142
17,1,4.1,17,1,142
19,1,4.2,19,1,142
23,1,4.3,23,1,142
23,1,4.4,23,1,142
23,1,4.5,23,1,142
23,1,4.6,23,1,142
23,2,5.1,23,2,142
23,2,5.2,23,2,142
23,2,5.3,22,2,142
23,2,5.4,22,2,142
25,2,5.5,24,2,142
25,2,5.6,24,2,142
26,2,6.1,25,2,142
30,2,6.2,29,2,142
34,2,6.3,27,2,142
34,2,6.4,27,2,142
34,2,6.5,25,2,142
34,2,6.6,25,1,142
35,2,7.1,26,1,142
36,2,7.2,25,1,142
36,2,7.3,25,1,142
36,2,7.4,25,1,142
36,2,7.5,25,1,142
36,3,7.6,21,2,142
40,3,8.1,25,2,142
40,3,8.2,25,2,142
41,3,8.3,26,2,142
42,3,8.4,26,2,142
42,3,8.5,26,2,142
43,3,8.6,27,2,142
44,3,9.0,27,2,142
45,3,9.1,26,2,142
45,4,9.2,22,3,142
45,4,9.3,22,3,142
45,4,9.4,22,3,142
45,4,9.5,22,3,142
45,4,9.6,22,2,142
45,4,10.1,22,2,142
45,4,10.2,22,2,142
45,4,10.3,22,2,142
49,4,10.4,24,2,142
53,4,10.5,28,2,142
54,4,10.6,28,2,142
56,4,11.1,26,2,142
56,4,11.2,22,2,142
57,4,11.3,23,2,142
58,4,11.4,24,2,142
59,4,11.5,25,2,142
60,4,11.6,25,2,142
60,5,12.1,24,3,142
60,5,12.2,24,3,142
60,5,12.3,24,3,142
61,5,12.4,25,3,142
62,5,12.5,26,2,142
62,5,12.6,22,2,142
63,5,13.1,23,2,142
64,5,13.2,23,2,142
65,5,13.3,23,2,142
66,5,13.4,24,2,142
67,5,13.5,24,2,142
68,5,13.6,24,2,142
69,5,14.1,24,2,142
70,5,14.2,25,1,142
71,5,14.3,26,1,142
71,5,14.4,26,1,142
72,5,14.5,27,1,142
73,5,14.6,28,1,142
73,5,15.1,28,1,142
74,5,15.2,29,1,142
80,5,15.3,35,1,142
81,5,15.4,32,1,142
82,5,15.5,29,1,142
82,5,15.6,28,1,142
82,6,16.1,26,2,142
83,6,16.2,27,2,142
83,6,16.3,26,2,142
89,6,16.4,31,2,142
90,6,16.5,31,2,142
90,6,16.6,30,2,142
96,6,17.1,36,1,142
102,6,17.2,42,1,142
106,6,17.3,46,1,142
110,6,17.4,49,1,142
114,6,17.5,52,1,142
116,6,17.6,54,1,142
118,6,18.1,55,1,142
122,6,18.2,58,1,142
123,6,18.3,58,1,142
123,7,18.4,57,2,142
124,7,18.5,57,2,142
128,7,18.6,60,2,142
129,7,19.1,60,2,142
129,8,19.2,59,3,142
130,8,19.3,59,3,142
131,8,19.4,60,3,142
133,8,19.5,61,3,142
140,8,19.5,67,3,142
142,8,19.6,69,3,142
1,0,0.0,1,0,208
1,0,0.1,1,0,208
1,0,0.2,1,0,208
1,0,0.3,1,0,208
5,0,0.4,5,0,208
5,0,0.5,5,0,208
7,0,0.6,7,0,208
7,0,1.1,7,0,208
8,0,1.2,8,0,208
8,0,1.3,8,0,208
12,0,1.4,12,0,208
12,0,1.5,12,0,208
16,0,1.6,16,0,208
16,0,2.1,16,0,208
20,0,2.2,20,0,208
26,0,2.3,26,0,208
26,0,2.4,26,0,208
30,0,2.5,30,0,208
34,0,2.6,34,0,208
34,1,3.1,34,1,208
34,1,3.2,34,1,208
34,1,3.3,34,1,208
34,1,3.4,34,1,208
34,1,3.5,34,1,208
35,1,3.6,35,1,208
35,1,4.1,35,1,208
35,1,4.2,35,1,208
39,1,4.3,39,1,208
39,2,4.4,39,2,208
39,2,4.5,39,2,208
40,2,4.6,39,2,208
41,2,5.1,40,2,208
42,2,5.1,41,2,208
46,2,5.2,45,2,208
50,2,5.3,45,2,208
51,2,5.4,46,2,208
52,2,5.4,45,2,208
53,2,5.5,46,2,208
53,2,5.6,45,2,208
53,2,6.1,45,2,208
54,2,6.2,42,2,208
55,2,6.3,43,2,208
55,2,6.4,39,2,208
56,2,6.5,40,2,208
58,2,6.5,38,2,208
59,2,6.6,33,2,208
59,2,7.1,33,2,208
60,2,7.2,30,2,208
61,2,7.3,27,2,208
62,2,7.4,28,1,208
63,2,7.5,29,1,208
64,2,7.6,30,1,208
64,2,8.1,30,1,208
64,2,8.2,30,1,208
65,2,8.3,30,1,208
69,2,8.4,34,1,208
70,2,8.5,35,1,208
72,2,8.6,33,1,208
72,2,9.1,33,0,208
73,2,9.2,34,0,208
79,2,9.3,39,0,208
80,2,9.4,39,0,208
81,2,9.5,39,0,208
82,2,9.6,36,0,208
88,2,10.1,38,0,208
89,2,10.2,38,0,208
90,2,10.3,38,0,208
91,2,10.4,38,0,208
95,2,10.5,42,0,208
96,2,10.6,43,0,208
96,2,11.1,42,0,208
97,2,11.2,42,0,208
101,2,11.3,46,0,208
105,2,11.4,49,0,208
110,2,11.4,52,0,208
111,2,11.5,52,0,208
112,2,11.6,53,0,208
113,2,12.1,53,0,208
113,2,12.2,52,0,208
114,2,12.3,52,0,208
118,2,12.4,55,0,208
119,2,12.5,55,0,208
123,2,12.6,59,0,208
123,2,13.1,59,0,208
124,2,13.2,59,0,208
130,2,13.3,61,0,208
130,2,13.4,60,0,208
131,2,13.5,59,0,208
137,2,13.6,65,0,208
139,2,14.1,66,0,208
140,2,14.2,61,0,208
141,2,14.3,61,0,208
143,2,14.4,62,0,208
143,2,14.5,61,0,208
143,3,14.6,55,1,208
144,3,15.0,55,1,208
148,3,15.1,58,1,208
148,3,15.2,57,1,208
152,3,15.3,57,1,208
153,3,15.4,57,1,208
157,3,15.5,61,1,208
158,3,15.6,61,1,208
162,3,16.1,61,1,208
163,3,16.2,58,1,208
164,3,16.3,54,1,208
165,3,16.4,54,1,208
167,3,16.5,55,1,208
168,3,16.6,55,1,208
172,3,17.1,59,1,208
173,3,17.2,59,1,208
177,3,17.3,59,1,208
181,3,17.4,62,1,208
182,3,17.5,59,1,208
182,3,17.6,59,1,208
182,3,18.1,58,1,208
187,3,18.1,57,1,208
187,3,18.2,57,1,208
188,3,18.3,57,1,208
192,3,18.4,55,1,208
194,3,18.5,55,1,208
194,4,18.6,54,2,208
200,4,19.1,59,2,208
201,4,19.2,58,2,208
205,4,19.3,62,2,208
206,4,19.4,63,1,208
206,5,19.5,62,2,208
208,5,19.6,60,2,208
0,0,0.1,0,0,214
4,0,0.2,4,0,214
4,0,0.3,4,0,214
4,0,0.4,4,0,214
8,0,0.5,8,0,214
12,0,0.6,12,0,214
13,0,1.1,13,0,214
14,0,1.2,14,0,214
18,0,1.3,18,0,214
18,0,1.4,18,0,214
18,0,1.5,18,0,214
22,0,1.6,22,0,214
22,0,2.1,22,0,214
22,1,2.2,22,1,214
22,1,2.3,22,1,214
26,1,2.4,26,1,214
